Molecule ChEMBL ID,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL221047,1,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,IC50,'=',118500,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1273742,Inhibition of HAT p300-mediated arginine methylation using H4(1-20) and [14C]-acetyl CoA by scintillation counting,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL1268868,1,Scientific Literature,J Med Chem,2010,None,,,
CHEMBL318367,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL608699,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL106011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL140,Curcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,'=',25000,nM,4.6,,,UO_0000065,12.49,0.23,1.23,4.95,1,CHEMBL3779178,Inhibition of recombinant p300 (unknown origin) expressed in baculovirus expression system using histone substrate after 10 mins by liquid scintillation counting method in presence of [3H]acetyl-CoA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3774308,1,Scientific Literature,J Med Chem,2016,None,,,
CHEMBL1797936,16; C646,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,Ki,'=',400,nM,6.4,,,UO_0000065,14.36,0.26,1.42,5.07,1,CHEMBL3779392,Inhibition of synthetic VMA-tagged p300 (1287 to 1652 residues) (unknown origin) expressed in Escherichia coli BL21(RIL)-DE3 cells using H4-15 peptide substrate incubated for 10 mins by radiometric filter binding assay in presence of [14C]acetyl-CoA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3774308,1,Scientific Literature,J Med Chem,2016,None,,,
CHEMBL3775671,17; L002,COc1ccc(S(=O)(=O)ON=C2C=C(C)C(=O)C(C)=C2)cc1,IC50,'=',128000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3779405,Inhibition of recombinant p300 catalytic domain (unknown origin) using N-terminal histone H3 substrate by radiometric filter binding based phenotypic screen in presence of [3H]acetyl-CoA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3774308,1,Scientific Literature,J Med Chem,2016,None,,,
CHEMBL3421948,8c,CC(C)CN1C(=O)C(=Cc2ccc(O)c(O)c2)C(=O)N(CC(C)C)C1=O,IC50,'=',5400,nM,5.27,,,UO_0000065,14.62,0.28,2.69,5.37,0,CHEMBL3424792,Inhibition of P300 (unknown origin) using histone H3/[acetyl-3H]-acetyl coenzyme A as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3421539,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL1421247,3a,CC(C)=NNc1nc(-c2ccccc2)c(C)s1,Inhibition,'=',20,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL2402837,2p,COc1ccc(-c2csc(NN=C(C)C)n2)cc1,Inhibition,'=',21,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL1076880,2t,COc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,Inhibition,'=',28,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL1253613,2m,Fc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,Inhibition,'=',91,%,,,,UO_0000187,,,,,0,CHEMBL3269132,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 400 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3263549,6h,O=c1cc(-c2ccc(Br)cc2)nc(NN=C2CCCC2)[nH]1,Inhibition,'=',9,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3209132,1b,C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccs1,Inhibition,'=',26,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3263502,1f,C=CCC/C(C)=N/Nc1nc(-c2ccc(Cl)cc2)cs1,Inhibition,'=',32,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3263522,1j,C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)C1c2ccccc2-c2ccc(C(=O)O)cc21,Inhibition,'=',37,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3263521,1i,C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)c1cc2ccccc2oc1=O,Inhibition,'=',62,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL4648100,5,Cn1cc(-c2ccc3c(C(=O)C(NCCc4ccc(C#N)cc4)c4ccccc4)n[nH]c3c2)cn1,IC50,'=',570,nM,6.24,,,UO_0000065,13.56,0.24,1.65,6.28,0,CHEMBL4619245,Binding affinity to recombinant N-terminal His-tagged EP300 HAT domain (unknown origin) (1287 to 1666 residues) expressed in Escherichia coli incubated for 30 mins followed by H3(1 to 21) addition and measured after 1 hr by scintillation proximity assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4616714,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL4446656,12d; LTK-14,COc1ccc(C(=O)C2=C3OC(C)(C)[C@@H](CC=C(C)C)C[C@@]34C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C2=O)C4=O)cc1O,IC50,'=',5000,nM,5.3,,,UO_0000065,8.59,0.16,-3.59,5.9,0,CHEMBL4407040,Inhibition of P300 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4406797,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4075478,13,Cc1cc2c(cc1N1C(=O)c3cccc4c(Cl)ccc(c34)C1=O)n(C)c(=O)n2C,Activity,,,,,,Not Active,,,,,,0,CHEMBL4051565,Inhibition of EP300 (unknown origin) assessed as change in melting temperature at 10 uM by SYPRO Orange-dye based fluorescence thermal shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4049437,1,Scientific Literature,J Med Chem,2017,None,,,
CHEMBL3416552,CPM,CCN(CC)c1ccc2c(C)c(-c3ccc(N4C(=O)C=CC4=O)cc3)c(=O)oc2c1,IC50,'=',260,nM,6.58,,,UO_0000065,16.36,0.3,2.55,9.3,0,CHEMBL3419558,Inhibition of recombinant histone acetyltransferase p300 (unknown origin) using dH3-H4 tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3414544,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL3416526,4b,COc1ccc(-c2nnc(SC3CC(=O)N(c4ccc(Cl)cc4)C3=O)[nH]2)cc1,Activity,,,,,,Active,,,,,,0,CHEMBL3419561,Inhibition of recombinant histone acetyltransferase p300 (unknown origin) using dH3-H4 tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3414544,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL2177300,47,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,IC50,'=',31622.78,nM,4.5,,,UO_0000065,10.35,0.2,-1.5,6.46,0,CHEMBL3383424,Inhibition of human EP300 by BROMOscan assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3351476,1,Scientific Literature,J Med Chem,2014,None,,,
CHEMBL4473292,25,Cc1cc(-c2cc(NS(C)(=O)=O)ccc2OCC(C)(C)C)n2cc[nH]c(=O)c12,IC50,'=',26900,nM,4.57,,,UO_0000065,,,,,0,CHEMBL4405045,Inhibition of MSGRGK(Ac)-GGK(Ac)GLGK(Ac)GGAKRHR-biotin binding to EP300 (1040 to 1160 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) by Alphascreen assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4402585,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4543167,37,Cc1cc(-c2cc(CS(C)(=O)=O)cnc2Oc2ccc(F)cc2F)n2cc[nH]c(=O)c12,IC50,'=',2200,nM,5.66,,,UO_0000065,,,,,0,CHEMBL4405045,Inhibition of MSGRGK(Ac)-GGK(Ac)GLGK(Ac)GGAKRHR-biotin binding to EP300 (1040 to 1160 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) by Alphascreen assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4402585,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL500215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2163592,6a,CC(C)N(Cc1ccc2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccccn1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL2168937,Inhibition of P300 CH1 domain-mediated HIFalpha protein expression in human LN229-V6R cells at 3 to 50 uM incubated for 1 hr under normoxia followed by 24 hrs under hypoxia by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LN229-V6R,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2163270,1,Scientific Literature,J Med Chem,2012,None,,,
CHEMBL2163600,6i,CC(C)CN(Cc1ccc2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccncc1,IC50,'<',5000,nM,,,,UO_0000065,,,,,0,CHEMBL2168935,Inhibition of P300 CH1 domain-mediated HIF1 transcriptional activity in human LN229-V6R cells assessed as reduction in luciferase activity incubated for 1 hr under normoxia followed by 24 hrs under hypoxia by reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LN229-V6R,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2163270,1,Scientific Literature,J Med Chem,2012,None,,,
CHEMBL2163597,6f,CC1(C)C=Cc2cc(CN(C3CCCC3)S(=O)(=O)c3ccccn3)ccc2O1,IC50,'<',5000,nM,,,,UO_0000065,,,,,0,CHEMBL2168935,Inhibition of P300 CH1 domain-mediated HIF1 transcriptional activity in human LN229-V6R cells assessed as reduction in luciferase activity incubated for 1 hr under normoxia followed by 24 hrs under hypoxia by reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LN229-V6R,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2163270,1,Scientific Literature,J Med Chem,2012,None,,,
CHEMBL4632559,10,Cn1cc(-c2ccc3c(c2)CCCN3C(=O)[C@H](NCCc2ccc(C#N)cc2)c2ccccc2)cn1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4619245,Binding affinity to recombinant N-terminal His-tagged EP300 HAT domain (unknown origin) (1287 to 1666 residues) expressed in Escherichia coli incubated for 30 mins followed by H3(1 to 21) addition and measured after 1 hr by scintillation proximity assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4616714,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL4641354,17; CPI-1612,C[C@H](CN[C@@H](C(=O)Nc1ccc(-c2cnn(C)c2)cn1)c1ccccc1)c1ccc(C#N)cc1,IC50,'=',8.1,nM,8.09,,,UO_0000065,17.96,0.33,3.66,8.46,0,CHEMBL4619245,Binding affinity to recombinant N-terminal His-tagged EP300 HAT domain (unknown origin) (1287 to 1666 residues) expressed in Escherichia coli incubated for 30 mins followed by H3(1 to 21) addition and measured after 1 hr by scintillation proximity assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4616714,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL222573,1b,O=C(/C=C(O)/C=C/c1ccc(O)c(C(=O)O)c1)/C=C/c1ccc(O)c(C(=O)O)c1,IC50,'=',21000,nM,4.68,,,UO_0000065,11.8,0.22,1.45,3.07,0,CHEMBL904249,Inhibition of GST-p300 HAT assessed as histone acetylation,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL1142987,1,Scientific Literature,J Med Chem,2007,None,,,
CHEMBL445599,Garcinol,C=C(C)[C@H](CC=C(C)C)C[C@]12C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O,IC50,'=',7000,nM,5.16,,,UO_0000065,8.55,0.16,-3.76,4.61,1,CHEMBL4269217,Inhibition of recombinant full-length His6-tagged human P300 expressed in Baculovirus-infected Sf21 cells using histone as substrate after 10 mins in presence of [3H]-acetyl-CoA by autoradiographic analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4265983,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL455368,4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4560819,1x,CC1=NN(c2cc(F)c(O)c(F)c2)C(=O)/C1=C\c1ccc(-c2cccc3c2C(=O)CC3)o1,IC50,'=',3730,nM,5.43,,,UO_0000065,12.5,0.23,0.56,6.53,0,CHEMBL4361756,Inhibition of p300 (unknown origin) using biotinylated histone H3 (1 to 21 residues) as substrate measured after 90 mins in presence of Acetyl CoA by AlphaLISA assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4359851,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL1797936,C646,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,IC50,'=',51000,nM,4.29,,,UO_0000065,9.64,0.18,-0.69,3.4,0,CHEMBL3803995,Inhibition of recombinant P300 (1195 to 1662 residues) (unknown origin) using FITC-histone H4 as substrate incubated for 10 mins by microfluidic electrophoresis in presence of DTT and BSA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3797061,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,
CHEMBL106011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1720939,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2163601,6j,CC(C)CN(Cc1ccc2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1nccn1C,Activity,'=',74,%,,,,UO_0000187,,,,,0,CHEMBL2169671,Inhibition of P300 CH1 domain-mediated HIF1 transcriptional activity in human LN229-V6R cells assessed as remaining activity at 2.5 uM incubated for 1 hr under normoxia followed by 24 hrs under hypoxia by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LN229-V6R,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2163270,1,Scientific Literature,J Med Chem,2012,None,,,
CHEMBL2163603,6l,CC(C)CN(Cc1cc(O)c2c(c1)C=CC(C)(C)O2)S(=O)(=O)c1ccncc1,Inhibition,,,%,,,Dose-dependent effect,UO_0000187,,,,,0,CHEMBL2168939,Inhibition of P300 CH1 domain-mediated HIFalpha protein expression in human LN229-V6R cells incubated for 1 hr under normoxia followed by 24 hrs under hypoxia by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LN229-V6R,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2163270,1,Scientific Literature,J Med Chem,2012,None,,,
CHEMBL2163596,6e,CC1(C)C=Cc2cc(CN(C3CCC3)S(=O)(=O)c3ccccn3)ccc2O1,IC50,'<',5000,nM,,,,UO_0000065,,,,,0,CHEMBL2168935,Inhibition of P300 CH1 domain-mediated HIF1 transcriptional activity in human LN229-V6R cells assessed as reduction in luciferase activity incubated for 1 hr under normoxia followed by 24 hrs under hypoxia by reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LN229-V6R,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2163270,1,Scientific Literature,J Med Chem,2012,None,,,
CHEMBL4061254,29,CNC(=O)c1c[nH]c2c(C(C)C)nc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)cc12,Activity,,,,,,Active,,,,,,0,CHEMBL4032884,Binding affinity to human P300 (A1040 to G1161) expressed in bacterial cells by BromoScan assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4028905,1,Scientific Literature,J Med Chem,2017,None,,,
CHEMBL500256,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL33778,4,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,IC50,'=',4150,nM,5.38,,,UO_0000065,15.44,0.29,-1.34,9.36,0,CHEMBL3778080,Inhibition of recombinant p300 catalytic domain (unknown origin) using N-terminal histone H3 substrate by radiometric filter binding assay in presence of [3H]acetyl-CoA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3774308,1,Scientific Literature,J Med Chem,2016,None,,,
CHEMBL3775244,18,COc1ccc(C2CC(c3cccs3)=NN2c2nc(-c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cs2)cc1OC,IC50,'=',150000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3779406,Inhibition of p300 (unknown origin) using N-terminal histone H4-20 peptide substrate incubated for 10 mins by liquid scintillation counting method in presence of [14C]acetyl-CoA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3774308,1,Scientific Literature,J Med Chem,2016,None,,,
CHEMBL3263537,2h,CC(C)=NNc1nc(-c2cc3ccccc3oc2=O)cs1,Inhibition,'=',56,%,,,,UO_0000187,,,,,0,CHEMBL3269132,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 400 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3263517,1c,C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)c1nccs1,Inhibition,'=',67,%,,,,UO_0000187,,,,,0,CHEMBL3269132,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 400 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3263520,1g,C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)C1CCCCC1,Inhibition,'=',3,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3263528,2n,CC1CC/C(=N/Nc2nc(-c3ccc(F)cc3)cs2)C1,Inhibition,'=',5,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL3259857,1h,C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccc2ccccc2c1,Inhibition,'=',16,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL553425,2d,CCOC(=O)c1csc(NN=C2CCCC2)n1,Inhibition,'=',19,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
